Date Added	Folder	Title	Content
2016-12-04 10:36:02 -0800	Quotes	Cultures as a kind of mental infection	<p>Ever more scholars see cultures as a kind of mental infection or parasite, with humans as its unwitting host. Organic parasites, such as viruses, live inside the body of their hosts. They multiply and spread from one host to the other, feeding off their hosts, weakening them, and sometimes even killing them. As long as the hosts live long enough to pass along the parasite, it cares little about the condition of its host. In just this fashion, cultural ideas live inside the minds of humans. They multiply and spread from one host to another, occasionally weakening the hosts and sometimes even killing them. A cultural idea &#8211; such as belief in Christian heaven above the clouds or Communist paradise here on earth &#8211; can compel a human to dedicate his or her life to spreading that idea, even at the price of death. The human dies, but the idea spreads. According to this approach, cultures are not conspiracies concocted by some people in order to take advantage of others (as Marxists tend to think). Rather, cultures are mental parasites that emerge accidentally, and thereafter take advantage of all people infected by them. </p>
2016-11-10 11:22:13 -0800	Quotes	Evolutionary success and individual suffering	<p>This discrepancy between evolutionary success and individual suffering is perhaps the most important lesson we can draw from the Agricultural Revolution. When we study the narrative of plants such as wheat and maize, maybe the purely evolutionary perspective makes sense. Yet in the case of animals such as cattle, sheep and Sapiens, each with a complex world of sensations and emotions, we have to consider how evolutionary success translates into individual experience. In the following chapters we will see time and again how a dramatic increase in the collective power and ostensible success of our species went hand in hand with much individual suffering. </p>
2016-11-28 08:47:42 -0800	Quotes	From a biological perspective, nothing is unnatural	<p>Culture tends to argue that it forbids only that which is unnatural. But from a biological perspective, nothing is unnatural. Whatever is possible is by definition also natural. A truly unnatural behaviour, one that goes against the laws of nature, simply cannot exist, so it would need no prohibition. No culture has ever bothered to forbid men to photosynthesise, women to run faster than the speed of light, or negatively charged electrons to be attracted to each other. In truth, our concepts &#8216;natural&#8217; and ‘unnatural&#8217; are taken not from biology, but from Christian theology. The theological meaning of ‘natural&#8217; is ‘in accordance with the intentions of the God who created nature&#8217;. Christian theologians argued that God created the human body, intending each limb and organ to serve a particular purpose. If we use our limbs and organs for the purpose envisioned by God, then it is a natural activity. To use them differently than God intends is unnatural. But evolution has no purpose. </p>
2016-11-11 10:07:21 -0800	Quotes	History is something very few people have been doing	<p>These forfeited food surpluses fuelled politics, wars, art and philosophy. They built palaces, forts, monuments and temples. Until the late modern era, more than 90 per cent of humans were peasants who rose each morning to till the land by the sweat of their brows. The extra they produced fed the tiny minority of elites &#8211; kings, government officials, soldiers, priests, artists and thinkers &#8211; who fill the history books. History is something that very few people have been doing while everyone else was ploughing fields and carrying water buckets. </p>
2016-11-28 08:38:44 -0800	Quotes	Human imagination more than biological reality	<p>There is little sense, then, in arguing that the natural function of women is to give birth, or that homosexuality is unnatural. Most of the laws, norms, rights and obligations that define manhood and womanhood reflect human imagination more than biological reality. </p>
2021-05-25 15:13:43 -0700	Quotes	Luxuries tend to become necessities	<p>One of history’s fews iron laws is that luxuries tend to become necessities and to spawn new obligations. Once people get used to a certain luxury, they take it for granted. Then they begin to count on it. Finally they reach a point where they can’t live without it. </p>
2017-01-13 12:07:08 -0800	Quotes	A Meaningful Life	<p>As Nietzsche put it, if you have a why to live, you can bear almost any how. A meaningful life can be extremely satisfying even in the midst of hardship, whereas a meaningless life is a terrible ordeal no matter how comfortable it is. </p>
2016-11-28 08:52:16 -0800	Quotes	Most sociopolitical hierarchies lack a logical or biological basis	<p>Most sociopolitical hierarchies lack a logical or biological basis &#8211; they are nothing but the perpetuation of chance events supported by myths. </p>
2016-11-21 09:31:09 -0800	Quotes	Myths are stronger than anyone could have imagined	<p>Myths, it transpired, are stronger than anyone could have imagined. When the Agricultural Revolution opened opportunities for the creation of crowded cities and mighty empires, people invented stories about great gods, motherlands and joint stock companies to provide the needed social links. While human evolution was crawling at its usual snail&#8217;s pace, the human imagination was building astounding networks of mass cooperation, unlike any other ever seen on earth. </p>
2016-11-05 10:06:49 -0700	Quotes	No single natural way of life for Sapiens	<p>The Heated debates about <em>Homo sapiens</em>&#8216; 'natural way of life&#8217; miss the main point. Ever since the Cognitive Revolution, there hasn&#8217;t been a single natural way of life for Sapiens. There are only cultural choices, from among a bewildering palette of possibilities. </p>
